AGN,,,,SN Ia,,,,SN II,,,,Bogus,,,,
Classification,Object ID,Object ID with Comma,,Classification,Object ID,Object ID with Comma,,Classification,Object ID,Object ID with Comma,1,"""ZTF18aabengc"""," ""rb"": 0.33"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acqywlx"""," ""ZTF18acqywlx"",",," {""comment"": ""SN Ia"""," ""ZTF18acbxhui"""," ""ZTF18acbxhui"",",," {""comment"": ""SN II""","""ZTF20aauwvdy""","""ZTF20aauwvdy"",",,"""ZTF18aagsijb"""," ""rb"": 0.27"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acruvgm"""," ""ZTF18acruvgm"",",," {""comment"": ""SN Ia"""," ""ZTF18acbxkpa"""," ""ZTF18acbxkpa"",",," {""comment"": ""SN II""","""ZTF20aalryln""","""ZTF20aalryln"",",,"""ZTF18aaccuis"""," ""rb"": 0.23"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acsvnxi"""," ""ZTF18acsvnxi"",",," {""comment"": ""SN Ia"""," ""ZTF18acbxrrx"""," ""ZTF18acbxrrx"",",," {""comment"": ""SN II""","""ZTF20aavhcqh""","""ZTF20aavhcqh"",",,"""ZTF18aagrtdj"""," ""rb"": 0.25"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acuszrd"""," ""ZTF18acuszrd"",",," {""comment"": ""SN Ia"""," ""ZTF18acbxsap"""," ""ZTF18acbxsap"",",," {""comment"": ""SN II""","""ZTF19acjtpps""","""ZTF19acjtpps"",",,"""ZTF18aagrvbs"""," ""rb"": 0.456667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acvgymf"""," ""ZTF18acvgymf"",",," {""comment"": ""SN Ia"""," ""ZTF18accbppp"""," ""ZTF18accbppp"",",," {""comment"": ""SN II""","""ZTF19acvrnlw""","""ZTF19acvrnlw"",",,"""ZTF18aagtjsz"""," ""rb"": 0.406667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acvwcxe"""," ""ZTF18acvwcxe"",",," {""comment"": ""SN Ia"""," ""ZTF18acpscso"""," ""ZTF18acpscso"",",," {""comment"": ""SN II""","""ZTF20aadyqdh""","""ZTF20aadyqdh"",",,"""ZTF18aagrmyf"""," ""rb"": 0.493333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acvwlfx"""," ""ZTF18acvwlfx"",",," {""comment"": ""SN Ia"""," ""ZTF18acpuxuh"""," ""ZTF18acpuxuh"",",," {""comment"": ""SN II""","""ZTF20aagflqq""","""ZTF20aagflqq"",",,"""ZTF18aagselp"""," ""rb"": 0.6"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acwxwls"""," ""ZTF18acwxwls"",",," {""comment"": ""SN Ia"""," ""ZTF18acrcgyb"""," ""ZTF18acrcgyb"",",," {""comment"": ""SN II""","""ZTF20aapjhzr""","""ZTF20aapjhzr"",",,"""ZTF18aagsxpx"""," ""rb"": 0.57"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acwxxrm"""," ""ZTF18acwxxrm"",",," {""comment"": ""SN Ia"""," ""ZTF18acrdwcf"""," ""ZTF18acrdwcf"",",," {""comment"": ""SN II""","""ZTF20aaeabyu""","""ZTF20aaeabyu"",",,"""ZTF18aagsbyu"""," ""rb"": 0.656667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acwywtf"""," ""ZTF18acwywtf"",",," {""comment"": ""SN Ia"""," ""ZTF18acrxpxd"""," ""ZTF18acrxpxd"",",," {""comment"": ""SN II""","""ZTF20aasijew""","""ZTF20aasijew"",",,"""ZTF18aagscpg"""," ""rb"": 0.586667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18acwzauk"""," ""ZTF18acwzauk"",",," {""comment"": ""SN Ia"""," ""ZTF18acslhcq"""," ""ZTF18acslhcq"",",," {""comment"": ""SN II""","""ZTF20aapchqy""","""ZTF20aapchqy"",",,"""ZTF18aagsbfm"""," ""rb"": 0.59"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aczernu"""," ""ZTF18aczernu"",",," {""comment"": ""SN Ia"""," ""ZTF18acsofdh"""," ""ZTF18acsofdh"",",," {""comment"": ""SN II""","""ZTF20aaxunbm""","""ZTF20aaxunbm"",",,"""ZTF18aagsezl"""," ""rb"": 0.54"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18adbclyz"""," ""ZTF18adbclyz"",",," {""comment"": ""SN Ia"""," ""ZTF18acspjqd"""," ""ZTF18acspjqd"",",," {""comment"": ""SN II""","""ZTF20aaeoqqd""","""ZTF20aaeoqqd"",",,"""ZTF18aagsllz"""," ""rb"": 0.536667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaaczgm"""," ""ZTF19aaaczgm"",",," {""comment"": ""SN Ia"""," ""ZTF18acsxusq"""," ""ZTF18acsxusq"",",," {""comment"": ""SN II""","""ZTF20abccixp""","""ZTF20abccixp"",",,"""ZTF18aagryug"""," ""rb"": 0.363333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaafoee"""," ""ZTF19aaafoee"",",," {""comment"": ""SN Ia"""," ""ZTF18acuixmb"""," ""ZTF18acuixmb"",",," {""comment"": ""SN II""","""ZTF20aaulajo""","""ZTF20aaulajo"",",,"""ZTF18aagrxsw"""," ""rb"": 0.746667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaafoju"""," ""ZTF19aaafoju"",",," {""comment"": ""SN Ia"""," ""ZTF18acurlbj"""," ""ZTF18acurlbj"",",," {""comment"": ""SN II""","""ZTF19acxowrr""","""ZTF19acxowrr"",",,"""ZTF18aagsmfl"""," ""rb"": 0.46"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaagaxj"""," ""ZTF19aaagaxj"",",," {""comment"": ""SN Ia"""," ""ZTF18acurlbj"""," ""ZTF18acurlbj"",",," {""comment"": ""SN II""","""ZTF20aatzhhl""","""ZTF20aatzhhl"",",,"""ZTF18abolofd"""," ""rb"": 0.176667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaaggqw"""," ""ZTF19aaaggqw"",",," {""comment"": ""SN Ia"""," ""ZTF18acurlbt"""," ""ZTF18acurlbt"",",," {""comment"": ""SN II""","""ZTF20aawiicr""","""ZTF20aawiicr"",",,"""ZTF18aagsmdr"""," ""rb"": 0.536667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aabvjbt"""," ""ZTF19aabvjbt"",",," {""comment"": ""SN Ia"""," ""ZTF18acusbdy"""," ""ZTF18acusbdy"",",," {""comment"": ""SN II""","""ZTF20abaslyx""","""ZTF20abaslyx"",",,"""ZTF18aagsbuf"""," ""rb"": 0.436667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aacsrbt"""," ""ZTF19aacsrbt"",",," {""comment"": ""SN Ia"""," ""ZTF18acuscrr"""," ""ZTF18acuscrr"",",," {""comment"": ""SN II""","""ZTF20aaynrrh""","""ZTF20aaynrrh"",",,"""ZTF18aagsbup"""," ""rb"": 0.496667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aacxmha"""," ""ZTF19aacxmha"",",," {""comment"": ""SN Ia"""," ""ZTF18acvwcig"""," ""ZTF18acvwcig"",",," {""comment"": ""SN II""","""ZTF20aabconi""","""ZTF20aabconi"",",,"""ZTF18aagryph"""," ""rb"": 0.47"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aacyjvv"""," ""ZTF19aacyjvv"",",," {""comment"": ""SN Ia"""," ""ZTF18acwyowc"""," ""ZTF18acwyowc"",",," {""comment"": ""SN II""","""ZTF20aavptjf""","""ZTF20aavptjf"",",,"""ZTF18aagrwau"""," ""rb"": 0.386667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aailvot"""," ""ZTF19aailvot"",",," {""comment"": ""SN Ia"""," ""ZTF18acwyqeg"""," ""ZTF18acwyqeg"",",," {""comment"": ""SN II""","""ZTF19adakmbh""","""ZTF19adakmbh"",",,"""ZTF18aagshbf"""," ""rb"": 0.35"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aalfsou"""," ""ZTF19aalfsou"",",," {""comment"": ""SN Ia"""," ""ZTF18acxhvkv"""," ""ZTF18acxhvkv"",",," {""comment"": ""SN II""","""ZTF19adbsblp""","""ZTF19adbsblp"",",,"""ZTF18aagslmq"""," ""rb"": 0.733333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aalzjaa"""," ""ZTF19aalzjaa"",",," {""comment"": ""SN Ia"""," ""ZTF18acxijqw"""," ""ZTF18acxijqw"",",," {""comment"": ""SN II""","""ZTF20aagjpmt""","""ZTF20aagjpmt"",",,"""ZTF18aagrxmi"""," ""rb"": 0.813333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aamctcx"""," ""ZTF19aamctcx"",",," {""comment"": ""SN Ia"""," ""ZTF18acxwtyx"""," ""ZTF18acxwtyx"",",," {""comment"": ""SN II""","""ZTF20aamlmec""","""ZTF20aamlmec"",",,"""ZTF18aagsfkj"""," ""rb"": 0.32"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaobkzy"""," ""ZTF19aaobkzy"",",," {""comment"": ""SN Ia"""," ""ZTF18acxwtyx"""," ""ZTF18acxwtyx"",",," {""comment"": ""SN II""","""ZTF20aatqesi""","""ZTF20aatqesi"",",,"""ZTF18aagsozx"""," ""rb"": 0.74"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aapuscr"""," ""ZTF19aapuscr"",",," {""comment"": ""SN Ia"""," ""ZTF18acyctqi"""," ""ZTF18acyctqi"",",," {""comment"": ""SN II""","""ZTF20aaurfhs""","""ZTF20aaurfhs"",",,"""ZTF18aagsbyg"""," ""rb"": 0.74"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF19aaajarm"""," ""ZTF19aaajarm"",",," {""comment"": ""SN Ia"""," ""ZTF18acynoro"""," ""ZTF18acynoro"",",," {""comment"": ""SN II""","""ZTF20aauvjws""","""ZTF20aauvjws"",",,"""ZTF18aagsbet"""," ""rb"": 0.573333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aafzvom"""," ""ZTF18aafzvom"",",," {""comment"": ""SN Ia"""," ""ZTF18adbadqp"""," ""ZTF18adbadqp"",",," {""comment"": ""SN II""","""ZTF20aawxpru""","""ZTF20aawxpru"",",,"""ZTF18aagsfqa"""," ""rb"": 0.713333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aarlffl"""," ""ZTF18aarlffl"",",," {""comment"": ""SN Ia"""," ""ZTF18adbckox"""," ""ZTF18adbckox"",",," {""comment"": ""SN II""","""ZTF20aayknbc""","""ZTF20aayknbc"",",,"""ZTF18aagstde"""," ""rb"": 0.443333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abtjnci"""," ""ZTF18abtjnci"",",," {""comment"": ""SN Ia"""," ""ZTF18acbwghc"""," ""ZTF18acbwghc"",",," {""comment"": ""SN II""","""ZTF19acbwejj""","""ZTF19acbwejj"",",,"""ZTF18aagtepv"""," ""rb"": 0.533333"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18acidbkj"""," ""ZTF18acidbkj"",",," {""comment"": ""SN Ia"""," ""ZTF18acaeous"""," ""ZTF18acaeous"",",," {""comment"": ""SN II""","""ZTF19acytcsg""","""ZTF19acytcsg"",",,"""ZTF18aagwine"""," ""rb"": 0.273333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18adbntlu"""," ""ZTF18adbntlu"",",," {""comment"": ""SN Ia"""," ""ZTF18acefxko"""," ""ZTF18acefxko"",",," {""comment"": ""SN II""","""ZTF19aczjytt""","""ZTF19aczjytt"",",,"""ZTF18aahbrrg"""," ""rb"": 0.263333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abuasnq"""," ""ZTF18abuasnq"",",," {""comment"": ""SN Ia"""," ""ZTF18accngfb"""," ""ZTF18accngfb"",",," {""comment"": ""SN II""","""ZTF20aacgrql""","""ZTF20aacgrql"",",,"""ZTF18aagterk"""," ""rb"": 0.7"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18accmzgh"""," ""ZTF18accmzgh"",",," {""comment"": ""SN Ia"""," ""ZTF18abwlonm"""," ""ZTF18abwlonm"",",," {""comment"": ""SN II""","""ZTF20aanvqbi""","""ZTF20aanvqbi"",",,"""ZTF18aagterl"""," ""rb"": 0.7"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aaabiea"""," ""ZTF18aaabiea"",",," {""comment"": ""SN Ia"""," ""ZTF18acbwasl"""," ""ZTF18acbwasl"",",," {""comment"": ""SN II""","""ZTF20aatqidk""","""ZTF20aatqidk"",",,"""ZTF18aagterq"""," ""rb"": 0.703333"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aadyxlg"""," ""ZTF18aadyxlg"",",," {""comment"": ""SN Ia"""," ""ZTF18acbwtmf"""," ""ZTF18acbwtmf"",",," {""comment"": ""SN II""","""ZTF20aattoch""","""ZTF20aattoch"",",,"""ZTF18aabtugb"""," ""rb"": 0.42"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aahxfza"""," ""ZTF18aahxfza"",",," {""comment"": ""SN Ia"""," ""ZTF18acbzpag"""," ""ZTF18acbzpag"",",," {""comment"": ""SN II""","""ZTF20aattqle""","""ZTF20aattqle"",",,"""ZTF18aahbeen"""," ""rb"": 0.24"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaimzra"""," ""ZTF18aaimzra"",",," {""comment"": ""SN Ia"""," ""ZTF18acvwmpw"""," ""ZTF18acvwmpw"",",," {""comment"": ""SN II""","""ZTF20aauhbvu""","""ZTF20aauhbvu"",",,"""ZTF18aagterf"""," ""rb"": 0.683333"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aajyzfv"""," ""ZTF18aajyzfv"",",," {""comment"": ""SN Ia"""," ""ZTF18acsyzca"""," ""ZTF18acsyzca"",",," {""comment"": ""SN II""","""ZTF20aaullwz""","""ZTF20aaullwz"",",,"""ZTF18aagvyvs"""," ""rb"": 0.426667"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aakekez"""," ""ZTF18aakekez"",",," {""comment"": ""SN Ia"""," ""ZTF18acvwbos"""," ""ZTF18acvwbos"",",," {""comment"": ""SN II""","""ZTF20aaumlmu""","""ZTF20aaumlmu"",",,"""ZTF18aagtepv"""," ""rb"": 0.56"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aamsvwa"""," ""ZTF18aamsvwa"",",," {""comment"": ""SN Ia"""," ""ZTF18aczdetm"""," ""ZTF18aczdetm"",",," {""comment"": ""SN II""","""ZTF20aaurgib""","""ZTF20aaurgib"",",,"""ZTF18aahblsk"""," ""rb"": 0.24"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaohjqu"""," ""ZTF18aaohjqu"",",," {""comment"": ""SN Ia"""," ""ZTF18acbxsge"""," ""ZTF18acbxsge"",",," {""comment"": ""SN II""","""ZTF20aamxuwl""","""ZTF20aamxuwl"",",,"""ZTF18aagterp"""," ""rb"": 0.66"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aaowchz"""," ""ZTF18aaowchz"",",," {""comment"": ""SN Ia"""," ""ZTF18acarupz"""," ""ZTF18acarupz"",",," {""comment"": ""SN II""","""ZTF19acsbxem""","""ZTF19acsbxem"",",,"""ZTF18aahbhbz"""," ""rb"": 0.536667"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aaqdcjb"""," ""ZTF18aaqdcjb"",",," {""comment"": ""SN Ia"""," ""ZTF18acsyanq"""," ""ZTF18acsyanq"",",," {""comment"": ""SN II""","""ZTF20aaieyup""","""ZTF20aaieyup"",",,"""ZTF18aagterz"""," ""rb"": 0.73"," ""Stellar""",,
" {""comment"": ""AGN"""," ""ZTF18aaqogdv"""," ""ZTF18aaqogdv"",",," {""comment"": ""SN Ia"""," ""ZTF18acuimze"""," ""ZTF18acuimze"",",," {""comment"": ""SN II""","""ZTF20aaifzfk""","""ZTF20aaifzfk"",",,"""ZTF18aagwinf"""," ""rb"": 0.28"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaskkau"""," ""ZTF18aaskkau"",",," {""comment"": ""SN Ia"""," ""ZTF18acrnfww"""," ""ZTF18acrnfww"",",," {""comment"": ""SN II""","""ZTF20aarbktd""","""ZTF20aarbktd"",",,"""ZTF18aagvzke"""," ""rb"": 0.303333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aasumni"""," ""ZTF18aasumni"",",," {""comment"": ""SN Ia"""," ""ZTF19abguzsx"""," ""ZTF19abguzsx"",",," {""comment"": ""SN II""","""ZTF20aattrkw""","""ZTF20aattrkw"",",,"""ZTF18aagwnex"""," ""rb"": 0.323333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aauflgf"""," ""ZTF18aauflgf"",",," {""comment"": ""SN Ia"""," ""ZTF18acusbyf"""," ""ZTF18acusbyf"",",," {""comment"": ""SN II""","""ZTF20aatvdwr""","""ZTF20aatvdwr"",",,"""ZTF18aagwinn"""," ""rb"": 0.373333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaumell"""," ""ZTF18aaumell"",",," {""comment"": ""SN Ia"""," ""ZTF18acusbyf"""," ""ZTF18acusbyf"",",," {""comment"": ""SN II""","""ZTF20aazcnrv""","""ZTF20aazcnrv"",",,"""ZTF18aagwinp"""," ""rb"": 0.586667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aautcbe"""," ""ZTF18aautcbe"",",," {""comment"": ""SN Ia"""," ""ZTF19aahuian"""," ""ZTF19aahuian"",",," {""comment"": ""SN II""","""ZTF20abeohfn""","""ZTF20abeohfn"",",,"""ZTF18aagwmfq"""," ""rb"": 0.56"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aavoyqs"""," ""ZTF18aavoyqs"",",," {""comment"": ""SN Ia"""," ""ZTF19aailqir"""," ""ZTF19aailqir"",",," {""comment"": ""SN II""","""ZTF19acxmfay""","""ZTF19acxmfay"",",,"""ZTF18aagxcry"""," ""rb"": 0.366667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aavummp"""," ""ZTF18aavummp"",",," {""comment"": ""SN Ia"""," ""ZTF19aaynsws"""," ""ZTF19aaynsws"",",," {""comment"": ""SN II""","""ZTF20aauodrj""","""ZTF20aauodrj"",",,"""ZTF18aagxtsf"""," ""rb"": 0.65"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aawebos"""," ""ZTF18aawebos"",",," {""comment"": ""SN Ia"""," ""ZTF18acmyxfx"""," ""ZTF18acmyxfx"",",," {""comment"": ""SN II""","""ZTF20aacewxb""","""ZTF20aacewxb"",",,"""ZTF18aagrria"""," ""rb"": 0.343333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aawsaer"""," ""ZTF18aawsaer"",",," {""comment"": ""SN Ia"""," ""ZTF18acmyxfx"""," ""ZTF18acmyxfx"",",," {""comment"": ""SN II""","""ZTF20aayxdse""","""ZTF20aayxdse"",",,"""ZTF18aagwnyg"""," ""rb"": 0.396667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaxqusk"""," ""ZTF18aaxqusk"",",," {""comment"": ""SN Ia"""," ""ZTF18acrdmmw"""," ""ZTF18acrdmmw"",",," {""comment"": ""SN II""","""ZTF20aaetrle""","""ZTF20aaetrle"",",,"""ZTF18aagroqm"""," ""rb"": 0.38"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aaxseuq"""," ""ZTF18aaxseuq"",",," {""comment"": ""SN Ia"""," ""ZTF18acqpqph"""," ""ZTF18acqpqph"",",," {""comment"": ""SN II""","""ZTF20aamoaim""","""ZTF20aamoaim"",",,"""ZTF18aagtgwk"""," ""rb"": 0.49"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aayahbh"""," ""ZTF18aayahbh"",",," {""comment"": ""SN Ia"""," ""ZTF19aarfksi"""," ""ZTF19aarfksi"",",," {""comment"": ""SN II""","""ZTF20aaswzdm""","""ZTF20aaswzdm"",",,"""ZTF18aagxtsi"""," ""rb"": 0.553333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aayckey"""," ""ZTF18aayckey"",",," {""comment"": ""SN Ia"""," ""ZTF19abdkecj"""," ""ZTF19abdkecj"",",," {""comment"": ""SN II""","""ZTF19adaxzax""","""ZTF19adaxzax"",",,"""ZTF18aagwqdf"""," ""rb"": 0.253333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aayklkp"""," ""ZTF18aayklkp"",",," {""comment"": ""SN Ia"""," ""ZTF18abmjvpb"""," ""ZTF18abmjvpb"",",," {""comment"": ""SN II""","""ZTF20aambtea""","""ZTF20aambtea"",",,"""ZTF18aagwlfj"""," ""rb"": 0.293333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aayyemq"""," ""ZTF18aayyemq"",",," {""comment"": ""SN Ia"""," ""ZTF19aaynskj"""," ""ZTF19aaynskj"",",," {""comment"": ""SN II""","""ZTF20aawjbsf""","""ZTF20aawjbsf"",",,"""ZTF18aagxakz"""," ""rb"": 0.296667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aazbzbx"""," ""ZTF18aazbzbx"",",," {""comment"": ""SN Ia"""," ""ZTF19aarixue"""," ""ZTF19aarixue"",",," {""comment"": ""SN II""","""ZTF20aaurjbj""","""ZTF20aaurjbj"",",,"""ZTF18aagvzhf"""," ""rb"": 0.306667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aazcoxg"""," ""ZTF18aazcoxg"",",," {""comment"": ""SN Ia"""," ""ZTF18acbwymh"""," ""ZTF18acbwymh"",",," {""comment"": ""SN II""","""ZTF20aafclqz""","""ZTF20aafclqz"",",,"""ZTF18aagvzkx"""," ""rb"": 0.646667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18aazdcja"""," ""ZTF18aazdcja"",",," {""comment"": ""SN Ia"""," ""ZTF19aavlnjz"""," ""ZTF19aavlnjz"",",," {""comment"": ""SN II""","""ZTF20aatqgeo""","""ZTF20aatqgeo"",",,"""ZTF18aagwaxy"""," ""rb"": 0.686667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abaltla"""," ""ZTF18abaltla"",",," {""comment"": ""SN Ia"""," ""ZTF19aargqez"""," ""ZTF19aargqez"",",," {""comment"": ""SN II""","""ZTF20aascvvo""","""ZTF20aascvvo"",",,"""ZTF18aagwisl"""," ""rb"": 0.6"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abbxmfw"""," ""ZTF18abbxmfw"",",," {""comment"": ""SN Ia"""," ""ZTF19abzqkdz"""," ""ZTF19abzqkdz"",",," {""comment"": ""SN II""","""ZTF20aauompx""","""ZTF20aauompx"",",,"""ZTF18aagwakn"""," ""rb"": 0.443333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abeelcs"""," ""ZTF18abeelcs"",",," {""comment"": ""SN Ia"""," ""ZTF19acgjosf"""," ""ZTF19acgjosf"",",," {""comment"": ""SN II""","""ZTF19adavzew""","""ZTF19adavzew"",",,"""ZTF18aagxale"""," ""rb"": 0.473333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abeikbv"""," ""ZTF18abeikbv"",",," {""comment"": ""SN Ia"""," ""ZTF19acyplkt"""," ""ZTF19acyplkt"",",," {""comment"": ""SN II""","""ZTF20aabqiav""","""ZTF20aabqiav"",",,"""ZTF18aagwfjt"""," ""rb"": 0.4"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abfmpxn"""," ""ZTF18abfmpxn"",",," {""comment"": ""SN Ia"""," ""ZTF19abgqvyr"""," ""ZTF19abgqvyr"",",," {""comment"": ""SN II""","""ZTF20aamamnp""","""ZTF20aamamnp"",",,"""ZTF18aagxswg"""," ""rb"": 0.323333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abfxiha"""," ""ZTF18abfxiha"",",," {""comment"": ""SN Ia"""," ""ZTF19aakrawk"""," ""ZTF19aakrawk"",",," {""comment"": ""SN II""","""ZTF20aauqlwv""","""ZTF20aauqlwv"",",,"""ZTF18aagvnpo"""," ""rb"": 0.633333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abhxpkx"""," ""ZTF18abhxpkx"",",," {""comment"": ""SN Ia"""," ""ZTF19acewotx"""," ""ZTF19acewotx"",",," {""comment"": ""SN II""","""ZTF20aaieyuw""","""ZTF20aaieyuw"",",,"""ZTF18aagwqdg"""," ""rb"": 0.39"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abihjwv"""," ""ZTF18abihjwv"",",," {""comment"": ""SN Ia"""," ""ZTF19abvhduf"""," ""ZTF19abvhduf"",",," {""comment"": ""SN II""","""ZTF20aadchdd""","""ZTF20aadchdd"",",,"""ZTF18aagvond"""," ""rb"": 0.416667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abiinpq"""," ""ZTF18abiinpq"",",," {""comment"": ""SN Ia"""," ""ZTF19abxvtxk"""," ""ZTF19abxvtxk"",",," {""comment"": ""SN II""","""ZTF20aahbamv""","""ZTF20aahbamv"",",,"""ZTF18aagwgwh"""," ""rb"": 0.423333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abivdwa"""," ""ZTF18abivdwa"",",," {""comment"": ""SN Ia"""," ""ZTF19abzrjrg"""," ""ZTF19abzrjrg"",",," {""comment"": ""SN II""","""ZTF20aamttiw""","""ZTF20aamttiw"",",,"""ZTF18aagwaxi"""," ""rb"": 0.45"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18ablpujj"""," ""ZTF18ablpujj"",",," {""comment"": ""SN Ia"""," ""ZTF19acblnop"""," ""ZTF19acblnop"",",," {""comment"": ""SN II""","""ZTF19achjqbk""","""ZTF19achjqbk"",",,"""ZTF18aagxtsq"""," ""rb"": 0.546667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18ablwhxt"""," ""ZTF18ablwhxt"",",," {""comment"": ""SN Ia"""," ""ZTF19accuyyg"""," ""ZTF19accuyyg"",",," {""comment"": ""SN II""","""ZTF19aczkkco""","""ZTF19aczkkco"",",,"""ZTF18aagwazf"""," ""rb"": 0.396667"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abmbbja"""," ""ZTF18abmbbja"",",," {""comment"": ""SN Ia"""," ""ZTF19acgjnfz"""," ""ZTF19acgjnfz"",",," {""comment"": ""SN II""","""ZTF20aalbtwh""","""ZTF20aalbtwh"",",,"""ZTF18aagwjdw"""," ""rb"": 0.443333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abmmuzk"""," ""ZTF18abmmuzk"",",," {""comment"": ""SN Ia"""," ""ZTF19acjnatv"""," ""ZTF19acjnatv"",",," {""comment"": ""SN II""","""ZTF20aalbtwh""","""ZTF20aalbtwh"",",,"""ZTF18aagwazu"""," ""rb"": 0.573333"," ""Bogus""",,
" {""comment"": ""AGN"""," ""ZTF18abmnvjc"""," ""ZTF18abmnvjc"",",," {""comment"": ""SN Ia"""," ""ZTF19ackjnuq"""," ""ZTF19ackjnuq"",",," {""comment"": ""SN II""","""ZTF20aauoipy""","""ZTF20aauoipy"",",,"""ZTF18aagwjeh"""," ""rb"": 0.413333"," ""Bogus""",,
